Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Thumbnail,Year,Client,What We Did,Industry,Date,Summary,Overview,Project Link,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Image 8,Image 9,Image 10,Image 11,Image 12,Image 13,Image 14,Image 15,Video link,Credits
Around US Website,around-us-website,67722c5aae210395472679f4,67722c5aae210395472679d7,683983ab15b338fdf729152b,false,false,Fri May 30 2025 10:08:43 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 10:10:32 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 10:10:46 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/67722c5aae210395472679f2/683983b623d47ed5727105f1_aroundus-con-00.webp,( 2020 ),Around US,"UX Design, UI Design, Development","Entertainment, Website",2020. 08.,"Around US, always by our side","The Around US website contains the wish of an artist who wants to reach out to many people who have waited with new content tomorrow more often than today, and better song today than yesterday. In the main page, news from various channels such as YouTube and Twitter were provided at a glance. In order to express the minimal sensibility and information delivery of Around US as a priority, the graphic motif was defined as Circular Shape and Mono-tone so that users can focus on the content.",http://www.aroundusent.com,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683983edb5877d3bf9f4e58a_aroundus-con-01.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683983efdbb7cbe28219ca4c_aroundus-con-02.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683983f115b338fdf7295baa_aroundus-con-03.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683983f4f8aae87923c57c46_aroundus-con-04.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683983f7d50d321e9a74a4e2_aroundus-con-05.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683983f9e94beb82ed8b98f6_aroundus-con-06.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683983fba62e578a17f6c959_aroundus-con-07.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683983fd580d0a1a4e856e34_aroundus-con-08.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683984008ca4e8c141d9f6c4_aroundus-con-09.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839840325ef378448458042_aroundus-con-10.webp,,,,,,,"Creative Director by Kim Jungkwon / Project Manager by Shin Geonwoong / Design UX by Kwak Minjae Design / UI by Shin Geonwoong, Kim Seula, Park Gyeongnam / Develop by Lim Myeongseon"
LG Sciencepark Tour Guide UI,lg-sciencepark-tour-guide-ui,67722c5aae210395472679f4,67722c5aae210395472679d7,68398468ef6deeb4ff68ca5e,false,false,Fri May 30 2025 10:11:52 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 10:18:59 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 10:31:38 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/67722c5aae210395472679f2/68398478d350501492095d1c_lg_sciencepark_00_Hero.webp,( 2020 ),LG CNS,"UX Design, UI Design, Development","Robot, Tour Guide",2020. 11.,"Exploring the future, one interactive experience at a time.","LG Science Park is a research complex where R&D talents from various fields in LG, such as electronics, chemicals, bio, software, and telecommunications, gather in one place to create technologies for the future growth of Korea beyond LG. As LG CNS is the largest convergence research complex in Korea, it wanted to be remembered as a special experience for LG Science Park visitors by combining new services such as taking pictures with robots, introducing LG home appliances, and card news content, starting with providing a directions guiding service for visitors to use conveniently without being hung up. To create special memories with robots, The Grap worked on graphics using non-heavy colors and illustration elements.",,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683985dfeabd22ab0480f83f_lg_sciencepark_01.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683985e1e5ba075d88472301_lg_sciencepark_02.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683985e4ab6fe5be681620af_lg_sciencepark_03.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683985e7ef6deeb4ff69be79_lg_sciencepark_04.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683985dbf8aae87923c6a331_lg_sciencepark_05.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683985d8320b0be3ceb6530c_lg_sciencepark_06.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683985d4f71ba8ae433346ee_lg_sciencepark_07.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683985d1710f781debd5e247_lg_sciencepark_08.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683985ce258c24fee912c4f9_lg_sciencepark_09.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683985cb1fb35f04e3122800_lg_sciencepark_10.webp,,,,,,,"Project Manager by Lee Taikyou / Design UX by Lee Teikyou / Design UI by Seo Nayeon, Lim Hyejin, Kim Seula, Shin Geonwoong, Park Juhan / Web Publishing by Seo Nayeon"
Qstorage Brand Website,qstorage-brand-website,67722c5aae210395472679f4,67722c5aae210395472679d7,683986cec6313ba54fccf34d,false,false,Fri May 30 2025 10:22:06 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 10:24:41 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 10:31:38 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/67722c5aae210395472679f2/68398738da563102f6dc60a1_qstorage_00.webp,( 2020 ),Qubiz Korea,"UX Design, UI Design, Illustration, Develoment",Brand Website,2020. 09.,Qstorage brings comfort to compact living.,"Qstorage is an urban self-storage service that solves the problem of accumulated luggage and small storage space right away. Qstorage is gradually expanding its branches so that you can expand your daily life and find relaxation by relieving the fatigue of small storage spaces. To strengthen the brand image, The Grap applied the vibrant orange color everywhere and used cute illustrations and soft graphic elements to create a vibrant and soft brand image. To help users to understand about the space, intuitive illustrations are used to increase usability.",http://qstorage.co.kr,https://cdn.prod.website-files.com/67722c5aae210395472679f2/68398735c4a7d6289a5e510b_qstorage_01.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839873b23cb46b5c096a579_qstorage_02.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839873e2a9596ec3a70b2aa_qstorage_03.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/68398741177410e845f4ec0c_qstorage_04.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683987430e67dd1473bdb859_qstorage_05.webp,,,,,,,,,,,,"Project Management: Kim Hanil, Lee Taikyou / UX Design: Lee Eunsil / UI Design: Kim Hanil, Lim Hyejin / Illustration: Lim Hyejin, Gu Hyemi / Web Publishing: Jeong Soyeong"
Cellapy Website,cellapy-website,67722c5aae210395472679f4,67722c5aae210395472679d7,6839878789d8df6b226c3e70,false,false,Fri May 30 2025 10:25:11 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 10:31:21 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 10:31:38 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/67722c5aae210395472679f2/683988aee94beb82ed8eff47_cellaphy_00_thumb.webp,( 2020 ),Cellapy,"UX Design, UI Design, Development","Beauty, Shopping",2020. 08,'Real Derma Cellapy' Set Dermatology Straight,"Cellapi is a brand born in dermatology and wanted to be transformed into an online cosmetic store where you can feel authenticity and professionalism, the core philosophy of the brand. To convey this, The Grap actively applied the clean image of the product. Cellapi's various product lines are placed in clear colors extracted from the product package and added intuitive icons to enjoy the simple but fun and organized product line.",,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683988b27a65f24d040324d0_cellapy_01.jpg,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683988b5580d0a1a4e88c558_cellapy_02.jpg,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683988b6d48af521b462064a_cellapy_03.jpg,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683988b9125f653e74d3e14b_cellapy_04.jpg,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683988bb1fb35f04e31457e1_cellapy_05.jpg,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683988bf14338209f9cd8afc_cellapy_07.jpg,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683988c3e0230a0a2c5aaf60_cellapy_08.jpg,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683988c5c9862ed08156a68e_cellapy_09.jpg,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683988c8457b36a34e572bc0_cellapy_10.jpg,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683988ca611513047f3fc2eb_cellapy_11.jpg,https://cdn.prod.website-files.com/67722c5aae210395472679f2/683988cda32b3456499badf6_cellapy_12.jpg,,,,,,"Project Manager_ Kim Hanil, Lee Taekyu / UX Design_ Lee Eunsil / UI Design_Kim Hanil, Lim Hyejin / Development_ Cho Cham, Lim Myeongseon"
Promota,promota,67722c5aae210395472679f4,67722c5aae210395472679d7,6839a5c192d1d0d3b38dfcda,false,false,Fri May 30 2025 12:34:09 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 12:40:46 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 13:02:32 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a71747d06a32925e5dd9_promota_00_thumb.webp,( 2021 ),Promota,"UX Design, App operations","Digital Signage, Digital Menu",2018. 12 ~ 2021. 06,"Effortless digital marketing tools, built for small business success.","Promota is an online promotional material production app that can be easily and simply produced online for small business owners who have to pay for the menu or promotion of the store everytime, and it is a service that can conveniently produce 'digital signboards', 'digital menus', and 'online flyers' through the app. Since the first launch, we are continuously considering and researching ways to provide more convenient and diverse services while updating to version 2.0. We are also providing convenience to small business owners who use our services to continue operating their templates, and we are also attempting to provide personalized services.",https://apps.apple.com/kr/app/promota/id1252719880,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a71cf820ee68e2193b5b_promota_01.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a71ffa4eb0bf4275d8a7_promota_02.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a72136588b167ec6d171_promota_03.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a7231169e25593d360ee_promota_04.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a72653d82bf7bef73401_promota_05.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a7285fac449643342fdb_promota_06.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a72b8c2861337a61515d_promota_07.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a72e0c279a6b703eb978_promota_08.webp,,,,,,,,,"Project Manager: Lee Taikyou, Shin Geonwoong / UI Design: Bae Youjin, Chu Sanghee / Template Design: Shin Geonwoong, Seo Mijin, Kim Hanil, Lee Taikyou, Bae Youjin, Kim Seula, Lim Hyejin"
Samhwa Paint Goods,samhwa-paint-goods,67722c5aae210395472679f4,67722c5aae210395472679d7,6839a85a992255a6465f0fb2,false,false,Fri May 30 2025 12:45:14 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 12:49:12 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 13:02:32 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a863d6f2aa90eb7e70f7_samhwa_goods_00_cover.webp,( 2019 ),Samhwa Paints,Merch & Package Design,"Package, Merch",2019. 11.,Bringing color to emotion — Samhwa Paint steps into youth culture.,"Samhwa Paint was thinking a lot about how to get away from the existing image of a stern company and reach out to young customers. As the first step to change, The Grap participated in the production of goods and package design of a pop-up store event with ""Sihyunhada Recorders."" With the heart of Samhwa Paint, which wants to provide a color palette containing vivid colors of nature so that it can draw its own sensibility on the canvas of life, which cannot be measured in size, was able to attract the attention of young people with a new identity, away from the existing image of Samhwa Paint.",,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a8f43658c0f26afb50a0_samhwa_goods_01.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a8f86d77cd0e020de64d_samhwa_goods_02.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a8fd14fee9710d933bae_samhwa_goods_03.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a8ff358dab72595ebb59_samhwa_goods_04.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a902ffc1017fe65f2ab1_samhwa_goods_05.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a905a1b73949ee6a9382_samhwa_goods_06.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a90814fee9710d9341f9_samhwa_goods_07.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a90cdc2e8e9dc851c2b8_samhwa_goods_08.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a90fd8528247b5528d29_samhwa_goods_09.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a9116c71eda6becedf89_samhwa_goods_10.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a9131c3a9446b1fb7f74_samhwa_goods_11.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a9156ef5ba4b1a3f53b1_samhwa_goods_12.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a9181169e25593d4b790_samhwa_goods_13.webp,,,,"Creative Direction by Kim Jungkwon, Seo Mijin / Project Management by Lee Taikyou / Design by Seula Kim, Seo Mijin"
DOUZONE Webuilder Template,douzone-webuilder-template,67722c5aae210395472679f4,67722c5aae210395472679d7,6839a98e94f9820939503b49,false,false,Fri May 30 2025 12:50:22 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 12:52:40 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 13:02:32 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a9e73658c0f26afbe2c0_douzone_thumb_v2.5.jpg,( 2019 ),DOUZONE,"UI Design, Publishing","Web Builder, Templete",2019. 07.,From brand sites to shopping malls — modular web design made easy.,"The Grap participated in the construction of web builder templates of DOUZONE, a leading company that provides various business ICT solutions and services. We designed and published PC/Mobile templates to build brand sites and shopping mall sites for individuals and businesses, and modularized every elements so that anyone can create websites conveniently and easily. Modules of various designs enable the construction of desired sites for each business area through free placement.",http://www.we-builder.net,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a9e5dbb7cbe282325111_douzone_webuilder_01.jpg,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a9eaffc1017fe65f9f61_douzone_webuilder_02.jpg,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a9ed6bb8748f20093f0c_douzone_webuilder_03.jpg,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a9ef258c24fee92a68b0_douzone_webuilder_04.jpg,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a9f6d48af521b478139a_douzone_webuilder_05.jpg,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a9f1232d7714a41cc8b2_douzone_webuilder_06.jpg,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a9f85fac449643362908_douzone_webuilder_07.jpg,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a9fbf8aae87923df1693_douzone_webuilder_08.jpg,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839a9fe36588b167ec895ad_douzone_webuilder_09.jpg,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839aa01eabd22ab049926af_douzone_webuilder_10.jpg,,,,,,,Creative Director: Kim Jungkwon / Project Manager: Kim Hanil / UI Design: Kim Hanil
JTBC PLUS 4Media Websites,jtbc-plus-4media-websites,67722c5aae210395472679f4,67722c5aae210395472679d7,6839aba189d8df6b22842a9e,false,false,Fri May 30 2025 12:59:13 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 13:02:13 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 13:02:32 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839abab07594a40bb44c6c9_jtbc-plus_4media_00_thumb.webp,( 2019 ),JTBC PLUS & Hearst joongang,"UX Plan, UI Design, Web Publishing","Magazine, Website",2019. 06.,"Four iconic magazines, one unified experience — redesigned with individuality, connected through integrated membership.","The four top magazines, Elle, Cosmopolitan, Harper's Bazaar, and Esquire, which lead fashion and beauty and lifestyle trends, have been integrated and renewed by The Grap. Reflecting the client's request to operate as a common template, the design work was carried out using the individuality of each brand, and at the same time as the renewal, the establishment of an integrated membership was carried out to flexibly share the benefits with each media.",https://www.elle.co.kr/,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839ac4291de390624765b6f_jtbc-plus-4media_01.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839ac431c459f5aa2219d49_jtbc-plus-4media_02.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839ac466204ff69d4f3740a_jtbc-plus-4media_03.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839ac49a01330236de76499_jtbc-plus-4media_04.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839ac4bfa4eb0bf42792d29_jtbc-plus-4media_05.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839ac4d9995a62743db19df_jtbc-plus-4media_06.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839ac50fa4eb0bf427930a3_jtbc-plus-4media_07.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839ac5398044d919c378e6d_jtbc-plus-4media_08.webp,,,,,,,,,"Creative Director: Kim Jungkwon, Seo Mijin / Project Manager: Lim Hyeongseop / UX Design: Lim Hyeongseop / UI Design: Seo Mijin, Kim Hanil / Web Publishing: Jeong Euiyoug"
Samhwa Paint Mobile Website,samhwa-paint-mobile-website,67722c5aae210395472679f4,67722c5aae210395472679d7,6839acba37cda67130281024,false,false,Fri May 30 2025 13:03:54 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 13:08:54 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 13:58:30 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839acc1d6f2aa90eb815927_samhwa_m_00_thumb.webp,( 2019 ),Samhwa Paints,"UX Design, UI Design, Development","B2B, B2C, Corporate",2018. 11 ~ 2019. 05,Where business meets beauty — Samhwa’s website reimagined for every audience.,"With the renewal of the existing old mobile website, we thought about how to include the corporate image of B2B, which is mainly a limited customer of industrial companies and offices, in B2C. The philosophy and values of color of Samhwa Paint have been improved in line with the current trend by transforming it from an industrial image that deals with paint to an emotional image that deals with color. By providing UX to general consumers as well as industrial/business offices so that they can easily understand color, various layers of consumers can stay longer than before on the improved website.",http://m.samhwa.com,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839ad57e3b45463b43e1353_samhwa_m_01.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839ad5952af6c2d2a570a60_samhwa_m_02.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839ad5c8c2861337a65075a_samhwa_m_03.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839ad5fc6313ba54fe6ba6f_samhwa_m_04.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839ad6114fee9710d9641ba_samhwa_m_05.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839ad64e3b45463b43e1885_samhwa_m_06.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839ad670c279a6b7042f569_samhwa_m_07.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839ad69232d7714a41f0ec5_samhwa_m_08.webp,,,,,,,,,"Creative Director: Kim Jungkwon, Seo Mijin / Project Manager: Kim Teawoo / UX Design: Kim Teawoo / UI Design: Shin Geonwoong, Kim Seula / Development: Jeong Euiyoung"
Coway IoCare App,coway-iocare-app,67722c5aae210395472679f4,67722c5aae210395472679d7,6839afced3a50b1c74aa05dc,false,false,Fri May 30 2025 13:17:02 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 13:19:31 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 13:58:30 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839afd8be9a903d96fd0ca6_coway_iocare_00_thumb.webp,( 2017 ),Coway,"UX Design, UI Design","App, IoT",2017. 12 ~ 2024 ,"Unifying devices, simplifying control — The Grap’s global UI for Coway.","Starting with the design of Coway IoCare app service renewal in 2017, The Grap has been in charge of the design operation of the app until 2020. we built a UI to manage Coway's various devices as well as controls in one app, and we optimized the app so that it can respond flexibly to multiple languages according to the service globally. Also, we are building and operating Coway's B2B IoT services too.",https://apps.apple.com/kr/app/coway-iocare/id1045884963,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b02f3afc6e845d862d74_coway_iocare_01.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b03b26236e036c1ce3b2_coway_iocare_02.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b03c25ef37844862d9a7_coway_iocare_03.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b03ea01330236de99f4c_coway_iocare_04.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b040381ee3e450677c9d_coway_iocare_05.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b0436d77cd0e021300a4_coway_iocare_06.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b046792e9c1f9e9b73d4_coway_iocare_07.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b0561fb35f04e32eedde_coway_iocare_08.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b04dfa4eb0bf427be88c_coway_iocare_09.webp,,,,,,,,"Project Manager: Seo Mijin, Kim Hanil, Shin Geonwoong / UX Design: Kim Soi, Jeong Taeyeong / UI Design: Seo Mijin, Kim Hanil, Kim Seula, Bae Youjin, Lim Hyejin, Kim Jeesung"
Smart Living by LG & Google Cloud,smart-living-by-lg-google-cloud,67722c5aae210395472679f4,67722c5aae210395472679d7,6839b2e9d55ddbf3204e1b58,false,false,Fri May 30 2025 13:30:17 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 13:32:51 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 13:58:30 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b3572e7a7794ea25700b_lg_smart-signage_00_thumb_v2.webp,( 2018 ),LG Electronics,"UI Design, Mov Production",,2018. 10 ~ 2019. 07,Bringing AI home — smart signage and seamless living experiences at LG SIGNATURE’s showroom.,"Elements related to the 4th industry, such as AI, IoT, and big data, have become deeply embedded in our lives. Digital signage is now being used not only in commercial spaces but also at home, which will soon become a smart home signage, providing more beneficial and convenient home environment. A service is being introduced in which the AI system checks the weather and air quality of the day by voice, checks the schedule, and handles household chores. To experience this, an experience zone was set up in the showroom of the LG SIGNATURE store in Nonhyeon-dong, and The Grap participated in the production of related digital signage, kiosks, and promotional videos.",https://vimeo.com/675876724,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b351a2eff9fedfb565c1_lg_smart-signage_01.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b359dd084820d355a124_lg_smart-signage_02.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b35c50e9938ab0dd5cc7_lg_smart-signage_03.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b35e930bf146a9c881eb_lg_smart-signage_04.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b3605aa4df3110a2fa6d_lg_smart-signage_05.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b3630ec801effd6e19cd_lg_smart-signage_06.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b365a2eff9fedfb5784a_lg_smart-signage_07.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b37930461198fad985a0_lg_smart-signage_08.webp,,,,,,,,,
Spacebank Service Platform,spacebank-service-platform,67722c5aae210395472679f4,67722c5aae210395472679d7,6839b3a87f9136429f5abfa8,false,false,Fri May 30 2025 13:33:28 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 13:36:29 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 13:58:30 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b3b0930bf146a9c8b27d_spacebank_00_thumb.webp,( 2019 ),Spacebank,"UI Design, Mov Production","Website, Space & Lifestyle Platform",2019. 01.,Turning everyday spaces into shared stories — designing a human-centered platform for Spacebank.,"The era of sharing economy has begun where the limitations of physical space meet online platforms and are used as infinite spaces. Spacebank wanted to capture friendliness and happiness in order to establish itself as a new trend in space usage. To this end, The Grap started by putting emotional photos and stories of friendly neighbors in the main page that stimulate the curiosity about the space. With this, space has been reborn as an infinite and meaningful space by meeting the values of Spacebank. The Grap designed and provided people-space-oriented services so that the space provided by Spacebank can be more activated through online media.",http://www.spacebank.co.kr,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b4298bfc3fbbdbf7bcca_spacebank_01.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b42c193875539f90bbcb_spacebank_02.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b42e8abbed4c138a0131_spacebank_03.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b44138d8563e353f0a15_spacebank_04.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b43e0ec801effd6eb5a0_spacebank_06.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b43e0ec801effd6eb5a0_spacebank_06.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b44830461198fada0183_spacebank_07.webp,https://cdn.prod.website-files.com/67722c5aae210395472679f2/6839b44baa36f2604fc0f013_spacebank_08.webp,,,,,,,,,"Creative Director: Kim Jungkwon, Seo Mijin / Project Manager: Lee Taikyou / UI Design: Kim Hanil, Lee Taikyou, Kim Seonyeong"
